,F,L,E,I,delta,theta
1224,2194.9639,6.1756673,144.63861,11038.998,10.793043,0.15020138
1225,2580.0117,7.021882,175.17496,6835.3647,24.867226,0.30436006
1226,3918.0142,9.189854,116.04943,11973.5,72.94682,0.68219995
1227,4018.6133,7.24981,175.35513,7883.5913,36.922604,0.437703
1228,4898.675,7.904635,178.18118,13669.141,33.113094,0.3600243
1229,4263.429,7.866302,119.70627,8411.307,68.70198,0.7506069
1230,4043.665,8.958582,190.82819,8699.146,58.378445,0.5600504
1231,3448.8396,7.317486,199.10924,12152.977,18.615013,0.21863279
1232,4522.8047,9.637037,130.28856,12654.582,81.83952,0.7298497
1233,2954.021,6.711033,135.99529,12748.972,17.165697,0.21982948
1234,4110.751,8.277466,174.91779,12759.834,34.81875,0.36151773
1235,2785.569,10.595566,110.82898,5245.148,190.00021,1.541146
1236,3485.9995,7.1195536,169.77289,11981.363,20.615307,0.24885759
1237,4386.492,10.418046,161.66524,7146.4424,143.10287,1.1805272
1238,4188.2754,9.80115,181.51648,12692.648,57.052773,0.50028056
1239,3163.393,7.6924543,106.56966,13001.32,34.64222,0.38703892
1240,3481.0068,9.366911,108.46076,9124.768,96.35591,0.88408864
1241,2667.3003,6.8110604,172.45645,11051.646,14.739694,0.18598916
1242,4194.798,8.701206,168.01053,10452.049,52.4554,0.5181132
1243,4509.3223,9.208151,103.461685,11477.18,98.83085,0.92243123
1244,4016.3335,10.662403,122.11703,12518.08,106.159744,0.8556943
1245,2048.5066,7.1010528,104.251076,10802.447,21.71109,0.2627682
1246,2426.22,7.078195,114.178856,7992.5264,31.42727,0.38159093
1247,4504.1836,7.252238,127.44002,9676.992,46.437057,0.5503089
1248,3285.2234,6.064569,191.37692,10019.698,12.737942,0.18051499
1249,4421.1934,9.0055685,140.04745,5781.695,132.92947,1.268598
1250,4605.6606,6.4305754,178.71756,10979.1045,20.805878,0.27806744
1251,3060.6084,7.82889,197.48404,6567.9375,37.742092,0.41432363
1252,2619.9172,7.3845463,172.78662,12353.826,16.475029,0.19174156
1253,2088.809,8.639778,105.23948,13532.585,31.530134,0.31364405
1254,4073.778,9.258371,175.16113,10112.457,60.839478,0.56476104
1255,4269.326,6.6832857,169.07173,13267.945,18.937971,0.24353275
1256,3239.9512,7.7619634,188.75328,9597.057,27.880424,0.30870357
1257,2043.7622,8.259653,100.67829,12329.816,30.92446,0.3217764
1258,2533.8345,7.0547943,180.7508,11744.967,13.969409,0.17017962
1259,3419.1792,9.077529,190.92706,5749.974,77.655136,0.73521847
1260,4184.605,9.425491,103.481766,5890.8247,191.60431,1.7470895
1261,2997.3762,6.718297,155.23132,8419.615,23.180672,0.2965382
1262,2531.6636,10.465792,192.68365,11291.15,44.464962,0.36514023
1263,2455.7373,10.2765,113.63459,8662.635,90.24762,0.7547522
1264,4842.094,7.7489386,166.40596,8587.413,52.554195,0.58287984
1265,4043.184,8.871979,172.09387,12221.153,44.74929,0.43349043
1266,2282.125,8.804395,163.1045,13532.519,23.521881,0.22960769
1267,2573.641,8.155069,199.71379,11405.346,20.426466,0.21526797
1268,2226.6575,6.822155,190.93898,10833.791,11.392574,0.14352056
1269,3717.023,10.560051,192.89774,11787.136,64.17068,0.52225727
1270,2890.9019,9.730257,143.76767,10112.49,61.061245,0.5393308
1271,3494.9224,6.410828,191.93564,5447.292,29.357727,0.39357013
1272,3262.7026,6.562461,103.404366,5035.796,59.02683,0.77303046
1273,2186.987,10.877387,123.01853,5308.242,143.67378,1.1351852
1274,2159.5615,8.899013,139.30594,5542.7393,65.70156,0.6345235
1275,2336.557,7.925636,135.14716,12908.252,22.227114,0.24102542
1276,2871.7842,10.1943445,196.18474,9182.152,56.29875,0.47462797
1277,3733.3022,9.218198,173.58325,6380.7363,88.009865,0.820539
1278,2794.5847,9.397427,182.19064,10480.389,40.487354,0.37027493
1279,3446.5327,10.483348,184.01047,9523.645,75.52929,0.61919767
1280,3320.3252,8.30488,112.649826,6799.959,82.760414,0.8564523
1281,4871.8096,10.882189,144.20895,5194.003,279.39804,2.206587
1282,2816.195,6.743913,157.30122,10541.701,17.363392,0.2212771
1283,4909.301,6.9787498,163.00462,9568.829,35.659275,0.43914583
1284,2348.4702,8.923596,175.71164,7903.0312,40.05801,0.38580096
1285,2248.4978,8.196488,130.10466,6991.0063,45.375576,0.47578216
1286,3987.7905,9.926629,134.92328,8309.2705,115.97562,1.0041041
1287,2627.0073,7.8201823,191.83707,13411.952,16.276693,0.17888056
1288,4269.386,8.893121,136.58078,5898.5273,124.24348,1.2006966
1289,2670.129,7.98053,115.26793,7716.7876,50.858215,0.5477007
1290,4681.1973,10.376866,183.902,8068.1606,117.50961,0.97324234
1291,4952.438,8.336019,183.85777,13624.648,38.173897,0.3935697
1292,3596.0293,8.538374,134.32166,9774.222,56.832832,0.5720553
1293,3820.5796,10.331484,140.004,12567.8125,79.8171,0.66396797
1294,4898.4805,10.930446,113.106,9053.434,208.23549,1.6373096
1295,4389.2246,10.892138,108.245316,8796.01,198.56882,1.5667939
1296,2190.518,6.0556903,168.80247,12057.518,7.9667253,0.113065496
1297,3451.9834,7.087348,128.64037,7768.598,40.99008,0.49706012
1298,2145.9836,7.9571295,189.80478,12176.23,15.593889,0.16842705
1299,4645.83,7.9838915,109.96434,13436.544,53.3392,0.57417697
1300,3225.251,9.9460945,143.08875,11332.08,65.235634,0.56369764
1301,3489.5442,9.629117,151.07959,12277.365,55.98812,0.49971604
1302,2578.4158,8.294371,175.69736,6012.6396,46.424965,0.48104098
1303,2684.3687,8.559224,190.46654,13651.682,21.5784,0.21666996
1304,3694.671,9.035645,183.86023,6786.5156,72.81104,0.69255143
1305,4737.607,10.655142,172.0098,12031.648,92.30753,0.74454653
1306,2746.0208,9.795533,127.05031,10904.723,62.09783,0.5448315
1307,3641.7405,7.238976,114.29262,9829.27,40.990173,0.48664975
1308,4857.81,7.219328,105.26936,10665.5625,54.2655,0.64601254
1309,4844.3203,9.290618,152.48022,5084.9414,167.01132,1.5449528
1310,3206.7412,8.247135,198.49402,13797.749,21.89255,0.22814298
1311,4905.892,6.896148,140.50287,9209.963,41.44512,0.51651233
1312,4046.2532,6.080311,147.89508,13519.145,15.163737,0.21433562
1313,4866.1445,8.858102,113.6653,9610.172,103.21117,1.0013822
1314,3544.5044,7.7699423,165.3505,7665.6846,43.725136,0.48364568
1315,2228.7578,7.04541,181.69916,12316.586,11.6096,0.1416201
1316,3091.694,8.970275,100.70421,9414.3,78.46154,0.75173545
1317,3949.8955,10.934461,114.79389,6642.166,225.75012,1.7743713
1318,4299.911,10.576454,187.03539,10065.43,90.07462,0.7319413
1319,2005.6881,9.925403,161.83823,5020.856,80.4503,0.696616
1320,4666.7744,6.614494,146.88269,6721.2695,45.599857,0.5924896
1321,2154.3862,9.926825,158.93791,5843.1475,75.641304,0.6548813
1322,4378.881,9.793045,142.3979,9731.137,98.93,0.8682087
1323,4979.999,9.334107,115.05175,7022.63,167.08344,1.5384184
1324,3869.6511,7.877242,103.2785,9401.836,64.93076,0.708419
1325,3216.903,8.456468,182.8854,6078.1846,58.335213,0.59286475
1326,4325.908,7.144004,144.05316,5622.9883,64.906944,0.78084236
1327,3054.7964,7.9368567,131.43063,8980.239,43.134235,0.46707588
1328,2388.901,8.088464,137.09424,10030.165,30.644161,0.32560834
1329,2435.4685,8.145858,122.72885,12738.152,28.06846,0.29613903
1330,4205.273,6.0120277,135.19083,7961.342,28.301039,0.40457144
1331,4645.586,9.3819685,107.07928,13780.829,86.66033,0.7938533
1332,3560.7393,6.454522,187.41718,6282.0786,27.108059,0.36095095
1333,2045.6151,6.6304154,170.41711,11057.862,10.547282,0.1367142
1334,2026.088,9.515925,124.78393,5451.587,85.54774,0.77262974
1335,3161.2888,6.453552,132.93434,13563.128,15.708773,0.20919791
1336,4309.7285,10.88496,172.43188,7801.576,137.72388,1.0874174
1337,2500.4072,10.893865,131.48473,11999.455,68.29653,0.5388036
1338,3904.311,7.705545,163.1847,9716.77,37.551907,0.4188345
1339,2680.145,8.069149,163.76707,7690.4023,37.26873,0.39694542
1340,4720.422,6.5873623,118.52534,8427.204,45.029743,0.5874918
1341,3106.9534,8.654556,162.52507,7818.8857,52.830254,0.5246283
1342,3187.4014,8.957089,153.0592,12251.695,40.71558,0.3906678
1343,2184.3794,7.1285877,193.66919,12786.602,10.651276,0.12841389
1344,2156.4626,9.283958,131.909,13782.745,31.638083,0.29288074
1345,3601.377,8.403788,137.14658,8429.711,61.627552,0.63025135
1346,3742.5366,7.763053,193.08003,8143.4043,37.119244,0.4109419
1347,4310.4014,8.49135,109.16988,7241.161,111.27963,1.1262966
1348,2188.3564,6.076688,153.61243,9192.113,11.591934,0.16394678
1349,3762.831,6.7389193,198.17511,10588.344,18.29309,0.23329784
1350,3283.3108,8.830919,127.581604,9129.613,64.7095,0.62976134
1351,4379.8936,10.914306,197.93411,6592.277,145.47038,1.1454928
1352,2817.956,7.0181932,194.36703,9831.93,16.991339,0.20807318
1353,3946.8904,10.102706,196.51698,9366.302,73.7019,0.62698174
1354,4104.454,8.728798,145.22885,5900.556,106.18217,1.0454687
1355,4253.507,7.424422,195.23166,8276.051,35.912064,0.4157111
1356,2985.516,8.502739,128.21404,9315.848,51.21731,0.51769245
1357,3982.7163,9.698564,132.88474,5129.492,177.67686,1.5744808
1358,3206.0264,8.797426,168.91162,10125.795,42.542606,0.4156065
1359,3903.919,10.713047,160.56236,10735.68,92.82079,0.7446396
1360,2577.6455,8.026856,177.56378,9078.18,27.56673,0.29515737
1361,2308.086,6.830548,197.51596,8878.211,13.982011,0.1759252
1362,2273.0205,10.759096,118.70055,9607.85,82.74285,0.6609501
1363,2557.059,7.7859983,176.53633,10647.006,21.404293,0.23626551
1364,2865.1584,10.086251,166.72823,7343.9395,80.03474,0.6819658
1365,3723.2778,10.148993,176.3784,9081.182,81.000046,0.6859243
1366,3171.894,8.942761,173.70862,12084.016,36.022984,0.3461959
1367,2646.0862,6.4481316,131.29651,8180.4736,22.01673,0.2934491
1368,3512.6008,6.0456424,110.4822,9493.675,24.66654,0.35065472
1369,3026.305,9.686842,190.01924,5337.8423,90.40132,0.80205923
1370,4424.6455,9.111228,121.48822,6074.657,151.1583,1.4258342
1371,2264.5918,9.9546585,181.96637,9066.982,45.13296,0.389656
1372,2946.337,6.296485,102.36782,7945.1406,30.143288,0.4114398
1373,2536.0505,8.15557,141.34988,13875.288,23.38095,0.24638923
1374,3685.0864,10.660004,150.52994,8537.119,115.78819,0.93351394
1375,3581.8335,9.813452,158.65118,5744.843,123.80209,1.0842266
1376,3413.711,10.577585,154.0416,13337.19,65.548485,0.5325864
1377,4988.294,10.462805,165.75531,6591.2563,174.3169,1.4318755
1378,2927.7744,7.8865814,144.43277,13224.62,25.063042,0.27312335
1379,3284.4062,6.7975407,162.24522,9043.075,23.437056,0.2963228
1380,3887.536,7.0092793,199.47922,10383.614,21.544035,0.2641603
1381,4751.918,9.349067,117.6474,5087.2812,216.26407,1.9880625
1382,4636.965,7.5076604,147.27016,13583.39,32.696667,0.37429395
1383,3671.358,8.509914,130.91385,9449.383,60.9666,0.61571634
1384,2932.51,8.89896,193.87149,7243.4507,49.054237,0.47375214
1385,3992.7778,10.051942,192.802,6288.627,111.49013,0.9532358
1386,4443.7783,9.8942585,148.63654,10318.629,93.54774,0.8125759
1387,3467.988,9.926851,132.66837,5251.338,162.31308,1.4052573
1388,4323.551,8.601607,119.10669,12836.25,59.99069,0.5994018
1389,4727.632,9.911374,185.77698,11966.203,69.02013,0.59848845
1390,2696.3472,7.3296227,146.55682,13400.404,18.020857,0.211304
1391,3168.3857,7.4993806,197.09048,13506.887,16.732933,0.19176109
1392,2149.5269,8.104167,178.51309,6848.75,31.193594,0.3308041
1393,3844.33,7.048187,193.76523,8281.459,27.960756,0.3409458
1394,4569.035,10.729995,189.54617,12256.545,80.98763,0.64868385
1395,3208.7134,8.116911,117.50789,12379.598,39.31954,0.4163241
1396,3739.3535,9.22681,164.6351,13904.633,42.770874,0.39839184
1397,3979.3008,8.422273,129.26706,7640.4863,80.23514,0.8187459
1398,3468.006,8.465807,175.08766,10146.902,39.479774,0.40079302
1399,4666.161,7.1675224,145.50452,9347.221,42.11014,0.50493044
1400,3718.582,8.316457,154.32849,12091.609,38.206818,0.39483574
1401,2025.5814,6.263762,115.41956,7295.33,19.706516,0.27038866
1402,2261.3208,7.304476,105.31372,13573.896,20.550318,0.24179283
1403,2013.852,10.4239025,168.82864,8167.798,55.13739,0.4546003
1404,3561.8247,6.1551223,161.61926,11735.256,14.597404,0.20382284
1405,4310.8516,8.911402,154.34314,12895.408,51.092533,0.4927485
1406,3302.1042,8.89828,183.95973,5005.5684,84.21929,0.8134285
1407,4848.6694,6.107214,129.12128,10338.418,27.57902,0.3881053
1408,3230.1455,8.988287,167.74904,6414.384,72.66354,0.69479007
1409,3806.6755,9.660788,122.46192,11666.434,80.07981,0.7124008
1410,4852.6113,10.310705,160.36,13353.603,82.79895,0.69016093
1411,4259.1377,8.967939,138.58507,8069.751,91.55918,0.8774515
1412,3452.1455,10.454191,185.01633,6450.7007,110.15957,0.90561926
1413,4944.8345,8.594101,193.72412,7212.836,74.87592,0.74878234
1414,2603.8032,9.452556,193.42618,13004.953,29.14141,0.2649569
1415,4058.7134,9.238023,152.2492,8770.944,79.87352,0.7430836
1416,4447.3057,6.656668,179.48465,6150.456,39.610634,0.51140946
1417,2571.2124,7.951214,100.04308,13183.226,32.666924,0.3530927
1418,2090.9846,6.7394824,120.67029,12450.236,14.201403,0.18110007
1419,3979.7932,10.442495,158.93616,9012.899,105.454445,0.86790955
1420,2930.9167,9.692647,150.27884,10017.975,59.092403,0.52396613
1421,2743.0376,7.4397335,110.74635,10052.525,33.820343,0.39069197
1422,3798.358,8.042512,127.86942,13849.368,37.192307,0.3974434
1423,2411.8577,9.167387,126.64729,12109.961,40.385777,0.37861407
1424,4849.1055,6.320192,100.46189,10310.871,39.3944,0.5356957
1425,3365.351,8.570593,154.76854,9600.358,47.530415,0.47662258
1426,3019.6213,9.692546,184.0847,10949.1455,45.47229,0.40320218
1427,4753.9717,8.8132515,170.29317,6175.5806,103.1499,1.0058808
1428,3917.6624,8.269974,126.243355,11939.775,49.00196,0.5092408
1429,3785.7834,10.107256,104.08674,11390.641,109.89825,0.934483
1430,2782.8037,9.587467,109.66115,10020.961,74.38936,0.6668387
1431,4929.6123,6.277513,150.92746,12111.937,22.23681,0.30443794
1432,3043.147,9.971283,184.39566,8632.182,63.180565,0.54456085
1433,4747.595,6.528181,129.75137,5386.916,62.99076,0.8292749
1434,3389.7373,9.904318,122.792755,5754.742,155.3531,1.34806
1435,4252.456,10.605118,123.32718,13742.618,99.755486,0.80841655
1436,4554.684,8.7304,145.67157,8015.669,86.52167,0.8517352
1437,2383.2463,7.6550727,102.517265,6214.892,55.932602,0.6279565
1438,2500.245,7.208635,105.87778,13903.454,21.207666,0.25284463
1439,2016.7188,7.389901,199.21953,6318.9126,21.550917,0.25063458
1440,4581.8936,8.03917,126.1542,13156.967,47.80793,0.5110962
1441,4789.9785,7.463546,140.98181,13508.164,34.856876,0.40138134
1442,2951.7957,10.981781,136.62236,8928.611,106.82619,0.8360241
1443,2765.331,7.4216366,106.07469,12120.33,29.308844,0.33940083
1444,3751.0854,9.5379715,141.18535,12944.1875,59.36621,0.5349303
1445,4307.569,6.1816835,165.30583,5265.971,38.9641,0.5417161
1446,3870.2532,9.767129,129.69711,7091.3516,130.69518,1.1500229
1447,3187.3853,10.627283,147.869,10085.302,85.50943,0.6915214
1448,2545.8877,6.7078314,149.76083,10910.804,15.675066,0.20083582
1449,4782.902,7.862142,100.224754,6428.177,120.26247,1.3146286
1450,2528.5796,9.095849,186.33582,5794.539,58.744854,0.5550607
1451,2050.5515,6.1069317,190.38864,13812.63,5.9197206,0.08330902
1452,2901.0913,6.9182024,184.09027,7379.129,23.571323,0.2928226
1453,3799.112,9.369461,133.58008,5110.59,152.57802,1.3995591
1454,4057.5364,10.854113,176.12816,11476.801,85.56072,0.6774762
1455,4080.001,7.75314,103.15388,7186.048,85.50593,0.94783443
1456,2631.0518,8.477232,137.63066,7929.502,48.95637,0.49632832
1457,2924.3152,6.086664,139.83078,7921.7295,19.843493,0.28019005
1458,2832.9805,6.1003814,132.34251,13653.881,11.864183,0.1671455
1459,2773.6108,10.674194,171.0,11212.479,58.645115,0.4721833
1460,2236.5898,10.621519,127.21711,13909.3955,50.48603,0.408506
1461,3807.0493,7.738077,144.2048,7909.635,51.550186,0.5725469
1462,3063.774,7.5114536,135.56233,12761.764,25.018295,0.2862514
1463,2056.241,8.338161,103.04585,5848.396,65.93202,0.6795789
1464,2624.124,9.659978,141.74297,12225.1045,45.502728,0.40483227
1465,2599.181,6.0840287,107.62619,9684.172,18.720116,0.26444244
1466,2852.9558,7.1151958,179.15521,9668.047,19.777262,0.23888738
1467,2573.1438,7.6758227,176.72314,13332.678,16.46292,0.18432988
1468,3239.871,7.4118505,196.8396,9844.666,22.692009,0.26312384
1469,4037.5442,8.433956,133.20987,7586.165,79.897156,0.8141678
1470,2286.0293,10.32352,152.5426,7018.048,78.31346,0.65196234
1471,3371.503,9.045846,159.79453,10229.14,50.891922,0.48351902
1472,3068.3154,6.237547,199.91092,7994.569,15.530614,0.21398763
1473,2733.1125,10.812206,195.83067,11775.205,49.93787,0.39694428
1474,3166.9277,10.512974,124.123024,5741.6714,172.10875,1.4069909
1475,2864.2532,9.287138,107.454865,6476.004,109.90125,1.017032
1476,3548.2217,9.723701,104.935585,13424.641,77.1896,0.6822461
1477,2417.2249,9.434566,125.92201,7757.9893,69.2645,0.6309612
1478,3784.4583,10.54916,192.03934,5064.948,152.25478,1.2404147
1479,4877.198,6.0955095,166.79248,12719.51,17.355307,0.24470125
1480,4742.917,6.9437146,198.24266,8278.977,32.249725,0.39916098
1481,2827.4614,8.182516,187.06104,9526.591,28.974447,0.30432817
1482,3962.3423,8.02445,150.72488,12288.121,36.847336,0.39464328
1483,2082.1938,6.839679,119.01123,11002.2,16.960533,0.21311681
1484,4762.915,6.1025047,198.82504,5182.5864,35.01534,0.49313298
1485,2005.1528,6.590688,190.10855,10307.311,9.764983,0.12733701
1486,2159.5608,8.111715,171.64716,13860.097,16.150257,0.17111205
1487,2153.5564,10.622185,122.68683,9239.992,75.89391,0.6140546
1488,2107.019,10.15745,189.38898,12772.397,30.428051,0.25745615
1489,3703.1448,9.220609,154.5508,13442.318,46.578205,0.43414727
1490,3103.351,6.964541,183.06169,11158.376,17.107586,0.2111106
1491,3859.0212,7.49426,170.86835,5340.679,59.331326,0.68040764
1492,3407.1887,8.740837,176.55042,13360.431,32.154728,0.3161591
1493,3467.7783,6.1827354,106.1262,13054.168,19.719698,0.2741154
1494,2958.078,8.385875,122.27594,10848.9795,43.833244,0.44923034
1495,2610.0579,9.008378,179.98857,9129.485,38.70592,0.36927056
1496,2244.1167,10.760217,139.5832,6400.4478,104.314285,0.83317566
1497,4256.8755,7.8437543,106.501015,10492.046,61.281265,0.67145616
1498,2726.601,10.953943,195.46997,7936.7305,76.9999,0.60413444
1499,3194.9316,8.68861,148.91873,13532.563,34.66265,0.34286675
1500,4228.542,6.765534,190.3342,5013.938,45.73828,0.5810207
1501,3128.5073,10.86281,110.91916,10470.245,115.10101,0.9106485
1502,3121.7979,10.667444,167.21469,9405.035,80.32113,0.64711773
1503,2500.0317,6.524607,131.16656,9511.807,18.552448,0.24437721
1504,2216.599,7.0497627,128.95923,8940.62,22.45274,0.27372137
1505,4219.95,9.6953745,139.5715,11404.524,80.53895,0.71392936
1506,3161.5728,6.9617333,131.4927,5636.1016,47.97927,0.5923114
1507,4443.207,10.199881,177.39801,10468.496,84.63063,0.7130933
1508,3598.7246,7.307171,140.50005,6503.536,51.221127,0.6024399
1509,3498.0947,7.7240906,187.91089,10931.679,26.158545,0.2910584
1510,2145.7983,7.782332,161.40915,9117.945,22.907185,0.25297397
1511,3533.1172,10.88508,142.27423,10071.051,106.00605,0.8369758
1512,3161.005,7.654601,121.120026,12037.56,32.412853,0.36392218
1513,2644.0483,8.0138855,104.21635,7710.714,56.44781,0.6053657
1514,3152.8433,10.0126915,135.41388,5878.4067,132.52896,1.1375588
1515,3578.418,6.789514,103.69842,7400.7734,48.644817,0.61576045
1516,2369.7764,8.487958,140.73647,13168.074,26.065548,0.26392317
1517,3749.4253,6.56894,150.81721,5837.0,40.242855,0.5265109
1518,4543.7227,6.192553,146.7778,12353.674,19.835505,0.2752881
1519,3796.3208,7.929221,125.439156,7911.061,63.57193,0.68904686
1520,4931.829,8.776364,184.70319,9736.663,61.79398,0.6051254
1521,4199.963,10.63192,178.159,11343.119,83.25667,0.6730096
1522,2317.0266,6.1025205,137.68115,7913.468,16.110023,0.22688241
1523,2909.5786,7.780637,130.2447,6400.2295,54.80228,0.6053372
1524,3139.0356,9.157894,181.43451,11022.949,40.183163,0.37710512
1525,3948.7139,9.444027,193.50122,12217.59,46.896103,0.42676955
1526,3457.2178,9.960633,104.21807,11176.734,97.770615,0.84359753
1527,4707.045,6.4897776,139.19704,9343.256,32.975266,0.43668917
1528,3674.2495,7.888817,145.3599,9979.82,41.44915,0.45156232
1529,2550.0342,9.078077,131.89696,11389.359,42.332344,0.4007674
1530,2950.0764,6.4959826,192.68546,10934.065,12.794284,0.16927196
1531,2252.0583,9.759781,142.61443,7269.548,67.31436,0.5927636
1532,3086.4058,6.114581,192.39243,12743.772,9.592813,0.13483204
1533,4237.4854,10.059963,150.24718,8897.665,107.57065,0.9189909
1534,3514.4849,9.312786,144.57643,7724.716,84.722595,0.7818682
1535,2069.5935,7.789879,120.834915,8142.335,33.14473,0.36567706
1536,2202.0532,9.311052,133.37468,10097.619,43.995724,0.40609306
1537,4043.819,10.617447,166.11148,7171.606,135.42996,1.0962472
1538,2183.446,10.3391,172.11688,6216.8975,75.17479,0.6248897
1539,2303.5703,10.016382,148.221,12009.363,43.349415,0.37195137
1540,2605.6777,7.044675,197.64215,13172.23,11.663891,0.1422972
1541,4929.6777,9.218397,115.39336,5027.45,221.88857,2.0686803
1542,3073.4814,10.376103,169.17067,13081.025,51.718433,0.42837584
1543,2881.548,8.9409275,195.03378,6855.5405,51.34531,0.49355114
1544,2487.1807,10.155172,141.30588,10562.914,58.170666,0.49230087
1545,4459.5605,6.949544,189.69545,13664.609,19.248,0.2380363
1546,3257.7969,10.257133,150.82422,6685.9365,116.21102,0.9737225
1547,3789.2524,8.417072,112.557755,7649.829,87.47588,0.89318436
1548,3858.335,6.2570343,122.56918,10797.025,23.80668,0.3269973
1549,3923.04,7.851936,168.61078,6685.199,56.160637,0.6147085
1550,4460.133,10.709618,128.36255,7748.585,183.60637,1.4734236
1551,3577.8403,7.6266413,162.02556,5727.6914,57.0081,0.64241713
1552,3655.1562,8.067009,199.21277,10025.175,32.02678,0.34120438
1553,3402.5898,7.4999037,166.98402,12309.582,23.277546,0.26674446
1554,2334.399,7.1406803,145.32051,10705.215,18.211693,0.21919194
1555,3156.7275,8.933117,162.49774,8699.133,53.064198,0.5105196
1556,4927.6313,10.0165825,121.19281,13765.711,98.946434,0.8489741
1557,2436.9165,8.795612,107.98734,13012.352,39.335888,0.38435876
1558,2553.3364,8.345806,112.41502,7051.9277,62.41075,0.6426951
1559,2011.5292,8.644617,108.044876,12074.17,33.203274,0.33010268
1560,3590.9565,6.6252747,160.26097,8467.598,25.651487,0.33275345
1561,2097.0164,7.1827555,159.73917,10951.24,14.807409,0.17717476
1562,2731.7087,8.625099,128.7516,9988.895,45.429226,0.4526736
1563,4882.1616,6.5017643,101.09247,11469.574,38.57611,0.5099188
1564,4121.247,9.7382555,177.08524,7210.9277,99.352165,0.8768193
1565,4299.157,8.88105,121.62953,7331.0703,112.57674,1.0894272
1566,3756.8467,8.526324,141.65262,6933.6074,79.032166,0.7966287
1567,2225.3303,8.339567,108.075905,6586.3384,60.440884,0.6228754
1568,2802.0205,10.611492,121.79209,7559.6113,121.216255,0.98174405
1569,2285.662,10.781561,170.858,10580.17,52.821133,0.42105606
1570,2572.4617,9.720684,103.41365,10780.951,70.64528,0.62459755
1571,4010.8164,9.741676,121.488014,10352.7,98.271034,0.86697334
1572,3083.9688,7.2878027,187.48651,12848.784,16.517582,0.19478868
1573,4965.8945,9.521963,124.35756,12922.283,88.929184,0.8026601
1574,2406.5645,6.809087,129.1922,13131.44,14.927746,0.18841663
1575,2219.885,9.580439,135.9613,12300.763,38.90613,0.34901696
1576,4981.1035,6.724794,171.37296,9464.717,31.13088,0.3978563
1577,2204.216,8.486325,117.20152,10644.757,35.993404,0.36451644
1578,4776.397,10.311962,155.01328,7233.996,155.6883,1.2975632
1579,3903.9167,10.160077,170.42014,9575.426,83.63561,0.70747024
1580,2132.823,10.710514,146.37033,9841.166,60.640797,0.4865959
1581,4806.4688,9.352806,159.04094,5820.772,141.59277,1.3011073
1582,3091.6338,9.470445,111.85762,13183.041,59.360386,0.5386916
1583,2881.494,9.170416,172.60498,8502.683,50.472435,0.47301957
1584,2329.8513,10.325535,168.68646,12943.766,39.156487,0.32591552
1585,2231.2312,9.811882,143.7284,11637.421,42.003063,0.36791077
1586,3833.9717,9.237674,108.65649,7055.7617,131.40622,1.2225516
1587,2026.6095,7.6277084,169.99878,10818.9375,16.30049,0.18366249
1588,4116.3887,7.2900906,182.62708,7517.165,38.723503,0.45651552
1589,3129.3362,7.8819113,141.25461,7285.145,49.63463,0.54121166
1590,4026.419,9.693097,173.5669,10928.465,64.44057,0.57136106
1591,3132.7385,7.139147,168.53296,11700.627,19.2685,0.23196125
1592,4018.7278,9.18302,130.00162,6929.6914,115.14928,1.0776795
1593,3459.026,10.687256,146.52899,7224.913,132.9459,1.0691106
1594,3940.8755,10.616867,199.77191,12898.436,61.00834,0.49386317
1595,2889.7354,6.659382,150.23605,7845.7,24.134188,0.31146744
1596,2468.231,9.212585,110.19433,6479.6543,90.09445,0.8404858
1597,3691.0327,10.134682,146.35358,5689.459,153.80933,1.3043269
1598,2542.582,6.229196,174.87463,12101.137,9.680475,0.13356066
1599,2570.1353,10.097792,133.67882,12741.732,51.78725,0.4407682
1600,2057.648,6.9422736,123.81583,13960.91,13.275935,0.16435286
1601,3021.8784,6.692378,191.1889,6121.3643,25.798012,0.33129862
1602,2497.7175,7.4402676,176.45059,10039.626,19.357403,0.22360033
1603,4668.13,7.559664,141.50536,10375.262,45.788578,0.5205573
1604,4580.9727,7.466396,152.55444,9945.202,41.89199,0.4822074
1605,3855.8975,9.219748,144.71187,10408.484,66.875916,0.62339675
1606,4718.758,9.468502,161.60828,5343.2324,154.62604,1.4035091
1607,4222.2715,9.471617,151.77698,5174.0264,152.28694,1.3818231
1608,2086.966,10.226072,119.743256,7634.2188,81.377625,0.68392754
1609,3349.9175,6.918227,159.26372,9913.81,23.417467,0.29091018
1610,3256.5166,6.1261764,151.30774,9840.875,16.761219,0.2351419
1611,2589.255,6.4944296,153.23268,8856.758,17.420092,0.23052779
1612,3927.2163,7.125937,130.9456,5005.7593,72.26511,0.8715666
1613,3031.83,7.3564777,162.81113,12309.98,20.074831,0.23452862
1614,2782.7317,9.598534,109.567696,6483.2656,115.475136,1.0339448
1615,3482.514,6.690847,164.94617,10568.42,19.946312,0.25620958
1616,2502.6948,6.6721487,177.09467,6211.8525,22.524603,0.29013845
1617,4741.477,9.838829,144.49734,12743.947,81.74455,0.714051
1618,4449.171,6.909273,111.15999,13122.023,33.535564,0.41714507
1619,4919.8906,8.968906,149.81824,7148.4004,110.478836,1.0586525
1620,3234.32,6.593776,150.07098,13360.951,15.414528,0.20091388
1621,3989.8926,9.453887,106.789764,8144.166,129.20964,1.1746225
1622,3439.667,10.062174,114.63524,5127.165,198.73538,1.697451
